	weekday	hour	auction_type	slotprice	payprice	click_prob
0	0	0	SECOND_PRICE	0	95.69304198483326	1.7807513819094694
1	0	0	SECOND_PRICE	0	97.16992277390392	1.2392964532756432
2	0	0	SECOND_PRICE	0	94.07744603976542	1.649719180234968
3	0	0	SECOND_PRICE	0	96.3549051529013	1.9666519517988477
4	0	0	SECOND_PRICE	0	97.12077250723092	1.57575936416359
5	0	1	SECOND_PRICE	0	95.89575369393144	1.5757687864677612
6	0	1	SECOND_PRICE	0	96.26362964974952	1.4721849000052116
7	0	1	SECOND_PRICE	0	96.7725289940413	1.7168761884595467
8	0	1	SECOND_PRICE	0	97.31745614986961	1.4506216164881116
9	0	1	SECOND_PRICE	0	96.89060866744659	1.9111673731929097
10	0	2	SECOND_PRICE	0	94.67197747849832	1.9214425168422182
11	0	2	SECOND_PRICE	0	94.11226341151777	1.6171902274118688
12	0	2	SECOND_PRICE	0	92.61524856232828	1.3757320538231452
13	0	2	SECOND_PRICE	0	97.12299957011504	1.8777810562392823
14	0	2	SECOND_PRICE	0	95.12654615618541	1.2187239255330644
15	0	3	SECOND_PRICE	0	93.33892536963275	1.2198769871895734
16	0	3	SECOND_PRICE	0	97.43964687212497	1.164740853075748
17	0	3	SECOND_PRICE	0	96.74482686628642	1.9754988629107253
18	0	3	SECOND_PRICE	0	93.24269038274042	1.8072685745170438
19	0	3	SECOND_PRICE	0	93.70720104578149	1.5679960927082042
20	0	4	SECOND_PRICE	0	94.74276072165952	1.141451769379445
21	0	4	SECOND_PRICE	0	95.1537420445718	1.3806081458342188
22	0	4	SECOND_PRICE	0	95.55468480441503	1.7524289202531338
23	0	4	SECOND_PRICE	0	92.49495091666405	1.2065876602042829
24	0	4	SECOND_PRICE	0	93.38875531001715	1.5775397027312914
25	0	5	SECOND_PRICE	0	92.17121791651252	1.8888867797339914
26	0	5	SECOND_PRICE	0	95.08693650465145	1.6948231853073445
27	0	5	SECOND_PRICE	0	96.47598128084104	1.4456990173376045
28	0	5	SECOND_PRICE	0	93.8513762559919	1.4175978369330813
29	0	5	SECOND_PRICE	0	95.35390733586506	1.5793521261462016
30	0	6	SECOND_PRICE	0	93.29575720830582	1.3755883875013113
31	0	6	SECOND_PRICE	0	94.14834943467423	1.207033920123852
32	0	6	SECOND_PRICE	0	96.35761179738333	1.6902754681202965
33	0	6	SECOND_PRICE	0	95.73876356588146	1.4025111854011412
34	0	6	SECOND_PRICE	0	94.21478377241928	1.3141647718490388
35	0	7	SECOND_PRICE	0	93.83432786612396	1.7155631018048472
36	0	7	SECOND_PRICE	0	91.92294363473624	1.016658437909368
37	0	7	SECOND_PRICE	0	93.93098363467298	1.9227626329862693
38	0	7	SECOND_PRICE	0	93.14440481207971	1.7391953210498197
39	0	7	SECOND_PRICE	0	93.9759938823494	1.38155288651192
40	0	8	SECOND_PRICE	0	93.33047191871648	1.6695049030729947
41	0	8	SECOND_PRICE	0	94.29737717209584	1.0727963301369012
42	0	8	SECOND_PRICE	0	93.26478644464913	1.8089584569002584
43	0	8	SECOND_PRICE	0	92.87351561811492	1.0813885697510337
44	0	8	SECOND_PRICE	0	92.04823291766479	1.8969856580340718
45	0	9	SECOND_PRICE	0	93.00348589890565	1.5550789759902304
46	0	9	SECOND_PRICE	0	95.16859989131581	1.5236769986781913
47	0	9	SECOND_PRICE	0	94.329058442597	1.284567934476803
48	0	9	SECOND_PRICE	0	95.53907854296469	1.072427794685813
49	0	9	SECOND_PRICE	0	93.33142955970453	1.0485912410432383
50	0	10	SECOND_PRICE	0	97.19220178284245	1.3308841908703863
51	0	10	SECOND_PRICE	0	93.03156316517338	1.2718318933637747
52	0	10	SECOND_PRICE	0	95.72697665733298	1.7422427672894916
53	0	10	SECOND_PRICE	0	97.45407111366814	1.4968968871433244
54	0	10	SECOND_PRICE	0	95.1572169776905	1.3517656241163678
55	0	11	SECOND_PRICE	0	96.64698007366954	1.803605474651574
56	0	11	SECOND_PRICE	0	91.28747405837261	1.7775890496914108
57	0	11	SECOND_PRICE	0	88.1422216105321	1.1439561940220853
58	0	11	SECOND_PRICE	0	93.51425402960376	1.524260444681613
59	0	11	SECOND_PRICE	0	91.80478811667115	1.6518567167158646
60	0	12	SECOND_PRICE	0	90.99263987198889	1.1532563341492201
61	0	12	SECOND_PRICE	0	90.84993535641445	1.6676012304991619
62	0	12	SECOND_PRICE	0	93.83438441255784	1.1800080007827896
63	0	12	SECOND_PRICE	0	90.04065452325784	1.3602502271066457
64	0	12	SECOND_PRICE	0	93.25713085166554	1.0051473417562544
65	0	13	SECOND_PRICE	0	92.65795903077448	1.106256380116272
66	0	13	SECOND_PRICE	0	91.36139461596575	1.246981209505913
67	0	13	SECOND_PRICE	0	94.41099564844643	1.36782158293997
68	0	13	SECOND_PRICE	0	94.18847897249553	1.4876610424083285
69	0	13	SECOND_PRICE	0	94.44381955722521	1.9769350043221263
70	0	14	SECOND_PRICE	0	94.66401292422819	1.6925267505291401
71	0	14	SECOND_PRICE	0	92.54740802066866	1.8653593807365096
72	0	14	SECOND_PRICE	0	96.44776364421823	1.0325140397040964
73	0	14	SECOND_PRICE	0	91.82172874313555	1.0371394248552335
74	0	14	SECOND_PRICE	0	93.17738107816209	1.9709660012031374
75	0	15	SECOND_PRICE	0	93.2634942754377	1.5014126454772119
76	0	15	SECOND_PRICE	0	89.27876220558561	1.8147600948875935
77	0	15	SECOND_PRICE	0	92.10912715771909	1.7442918810860437
78	0	15	SECOND_PRICE	0	93.58325951930975	1.5649656237071596
79	0	15	SECOND_PRICE	0	90.3200678730174	1.5553771273330128
80	0	16	SECOND_PRICE	0	91.53107633783247	1.1172376024008464
81	0	16	SECOND_PRICE	0	95.46005332935661	1.2796786570365775
82	0	16	SECOND_PRICE	0	91.1020256113415	1.607562615723783
83	0	16	SECOND_PRICE	0	89.12972417848917	1.0829361350611717
84	0	16	SECOND_PRICE	0	92.57013688548837	1.4595549764725417
85	0	17	SECOND_PRICE	0	93.09289892693106	1.4999816641888182
86	0	17	SECOND_PRICE	0	91.14981537497995	1.2116275773015945
87	0	17	SECOND_PRICE	0	90.6322524288576	1.758752871280386
88	0	17	SECOND_PRICE	0	91.66077950147998	1.9358924619578126
89	0	17	SECOND_PRICE	0	89.9303548876949	1.1547301550214983
90	0	18	SECOND_PRICE	0	91.43946891616262	1.1187905169784527
91	0	18	SECOND_PRICE	0	90.78740269915798	1.4218464113440215
92	0	18	SECOND_PRICE	0	91.16618562704078	1.595724305201831
93	0	18	SECOND_PRICE	0	91.40486143740334	1.0644371797685317
94	0	18	SECOND_PRICE	0	91.20497495495714	1.2878634879411996
95	0	19	SECOND_PRICE	0	90.3123424066371	1.5983325739753211
96	0	19	SECOND_PRICE	0	91.73661624126318	1.4041489242681209
97	0	19	SECOND_PRICE	0	89.17979312355396	1.5457471945947956
98	0	19	SECOND_PRICE	0	84.97018141544986	1.8154897555788607
99	0	19	SECOND_PRICE	0	91.88145970940941	1.6533082434277442
100	0	20	SECOND_PRICE	0	91.59728028277684	1.0574278087030098
101	0	20	SECOND_PRICE	0	89.26741425927783	1.792825083568099
102	0	20	SECOND_PRICE	0	91.62473788934928	1.83809025921331
103	0	20	SECOND_PRICE	0	90.2505380996615	1.1044812474620622
104	0	20	SECOND_PRICE	0	90.81610733568802	1.566767873914332
105	0	21	SECOND_PRICE	0	91.17238385208232	1.4540839735212392
106	0	21	SECOND_PRICE	0	92.27448877984604	1.2541537628309734
107	0	21	SECOND_PRICE	0	91.5805782735465	1.764557519929673
108	0	21	SECOND_PRICE	0	90.89588105730081	1.2412822294172203
109	0	21	SECOND_PRICE	0	96.41934263292937	1.361818075378089
110	0	22	SECOND_PRICE	0	90.69801865327665	1.4139118312018242
111	0	22	SECOND_PRICE	0	89.76410837536568	1.228516788634491
112	0	22	SECOND_PRICE	0	91.26531154516304	1.2525796103832147
113	0	22	SECOND_PRICE	0	89.12755551164051	1.7624619901343377
114	0	22	SECOND_PRICE	0	89.11204925050224	1.2900776577640443
115	0	23	SECOND_PRICE	0	91.29762181354234	1.5886917440412025
116	0	23	SECOND_PRICE	0	91.02418924744534	1.3741765313491308
117	0	23	SECOND_PRICE	0	88.68934442915244	1.299577188061564
118	0	23	SECOND_PRICE	0	88.95023841064581	1.073569085100682
119	0	23	SECOND_PRICE	0	92.35371206329475	1.2027397209941788
120	1	0	SECOND_PRICE	0	90.75668298340956	1.9898096609710372
121	1	0	SECOND_PRICE	0	89.0009463083992	1.9746370850174868
122	1	0	SECOND_PRICE	0	90.59279451096135	1.2551671505114808
123	1	0	SECOND_PRICE	0	89.65122865897327	1.4135998840687751
124	1	0	SECOND_PRICE	0	89.53951413768793	1.7903284816147798
125	1	1	SECOND_PRICE	0	89.99489247843954	1.3821550953362562
126	1	1	SECOND_PRICE	0	89.22939143499912	1.3610506540913645
127	1	1	SECOND_PRICE	0	88.46742356002545	1.0468857998583103
128	1	1	SECOND_PRICE	0	92.55170288898782	1.4145443198736856
129	1	1	SECOND_PRICE	0	90.47392361496114	1.2726446586402074
130	1	2	SECOND_PRICE	0	90.30608008607298	1.8440161169479317
131	1	2	SECOND_PRICE	0	87.98243579924198	1.6180181313037583
132	1	2	SECOND_PRICE	0	88.26342758297933	1.6880465459084453
133	1	2	SECOND_PRICE	0	90.39541577747603	1.8638752451744458
134	1	2	SECOND_PRICE	0	90.74329765499348	1.2755435311073153
135	1	3	SECOND_PRICE	0	89.83364248309601	1.0861237926617204
136	1	3	SECOND_PRICE	0	88.43130723847312	1.799003400180556
137	1	3	SECOND_PRICE	0	88.9277042260507	1.6611608036563283
138	1	3	SECOND_PRICE	0	89.13983511169961	1.2110454911594708
139	1	3	SECOND_PRICE	0	91.8872786697438	1.004615252724442
140	1	4	SECOND_PRICE	0	88.89433131913457	1.768678751560933
141	1	4	SECOND_PRICE	0	90.26375512473875	1.1370920222738534
142	1	4	SECOND_PRICE	0	89.5800160700348	1.0940144796786049
143	1	4	SECOND_PRICE	0	88.6172423835563	1.8901491104827226
144	1	4	SECOND_PRICE	0	91.11462048956031	1.7904797744238397
145	1	5	SECOND_PRICE	0	88.75888461773583	1.3718316822690255
146	1	5	SECOND_PRICE	0	90.89456125120823	1.795201442622295
147	1	5	SECOND_PRICE	0	89.33155319961064	1.915939347943235
148	1	5	SECOND_PRICE	0	89.47847521942982	1.4715386050834884
149	1	5	SECOND_PRICE	0	87.1035339343338	1.1405679235052544
150	1	6	SECOND_PRICE	0	86.97839299452677	1.10446705031149
151	1	6	SECOND_PRICE	0	89.24889475494282	1.1770122188589554
152	1	6	SECOND_PRICE	0	88.29123802539313	1.9736923034465328
153	1	6	SECOND_PRICE	0	87.22832849838872	1.7427221597594404
154	1	6	SECOND_PRICE	0	88.49804725861864	1.8197398801451001
